invoice_number,invoice_time,store_id,product_id,category_id,num_item,price
2.02E+11,7/16/15 12:16,G816,7071096,70201,1,5
2.02E+11,7/16/15 12:29,G816,7070884,70203,1,2
2.02E+11,7/16/15 12:29,G816,7070891,70401,1,6
2.02E+11,7/16/15 12:29,G816,7070969,70401,1,6
2.02E+11,7/16/15 12:29,G816,7071096,70201,2,5
2.02E+11,7/16/15 12:29,G816,7071133,70301,1,2
2.02E+11,7/16/15 12:32,G816,7000300,210101,1,2
2.02E+11,7/16/15 13:24,G816,7090363,70401,1,6
2.02E+11,7/16/15 13:37,G816,7070884,70203,1,2
2.02E+11,7/16/15 13:37,G816,7070969,70401,1,6
2.02E+11,7/16/15 13:38,G816,7090363,70401,1,6
2.02E+11,7/16/15 13:54,G816,7308765,210301,3,2.5
2.02E+11,7/16/15 14:00,G816,7308765,210301,1,2.5
2.02E+11,7/16/15 14:01,G816,7000300,210101,3,2
2.02E+11,7/16/15 14:42,G816,7071096,70201,1,5
2.02E+11,7/16/15 14:42,G816,21000430,210101,1,3.5
2.02E+11,7/16/15 14:49,G816,7000300,210101,1,2
2.02E+11,7/16/15 15:01,G816,7000294,210101,1,1.5
2.02E+11,7/16/15 15:02,G816,7071096,70201,1,5
2.02E+11,7/16/15 16:01,G816,7000300,210101,1,2
2.02E+11,7/16/15 17:15,G816,7071096,70201,1,5
2.02E+11,7/16/15 17:46,G816,7070891,70401,1,6
2.02E+11,7/16/15 17:48,G816,7000300,210101,1,2
2.02E+11,7/16/15 18:09,G816,7070884,70203,1,2
2.02E+11,7/16/15 18:09,G816,7070884,70203,1,2
2.02E+11,7/16/15 18:09,G816,7071096,70201,1,5
2.02E+11,7/16/15 18:12,G816,7070969,70401,1,6
2.02E+11,7/16/15 18:12,G816,7090363,70401,1,6
2.02E+11,7/16/15 18:12,G816,7070884,70203,1,2
2.02E+11,7/16/15 18:12,G816,7070969,70401,1,6
2.02E+11,7/16/15 18:12,G816,7071096,70201,1,5
2.02E+11,7/16/15 18:15,G816,7071133,70301,1,2
2.02E+11,7/16/15 18:17,G816,7071096,70201,1,5
2.02E+11,7/16/15 18:17,G816,7090363,70401,1,6
2.02E+11,7/16/15 18:40,G619,15000231,70301,1,2
2.02E+11,7/16/15 18:41,G619,15000231,70301,1,2
2.02E+11,7/16/15 18:42,G619,7070884,70203,1,2
2.02E+11,7/16/15 18:42,G619,7070891,70401,1,6
2.02E+11,7/16/15 18:43,G619,7000140,210301,1,1.5
2.02E+11,7/16/15 18:45,G816,7071096,70201,1,5
2.02E+11,7/16/15 18:45,G816,7071133,70301,1,2
2.02E+11,7/16/15 20:18,628,7000300,210101,1,2
2.02E+11,7/16/15 21:02,G816,7308765,210301,1,2.5
2.02E+11,7/16/15 21:20,G816,7000294,210101,2,1.5
2.02E+11,7/16/15 21:30,G816,7000294,210101,1,1.5
2.02E+11,7/16/15 21:39,G816,7000300,210101,1,2
2.02E+11,7/16/15 21:43,G619,7308017,210101,1,3.5
2.02E+11,7/16/15 21:54,G619,7308017,210101,1,3.5
2.02E+11,7/16/15 22:04,G619,7070891,70401,1,6
2.02E+11,7/16/15 22:04,G619,7070891,70401,1,6
2.02E+11,7/16/15 22:06,G619,7070969,70401,1,6
2.02E+11,7/16/15 23:15,G816,7000133,210301,1,3
2.02E+11,7/16/15 23:20,628,7000300,210101,4,2
2.02E+11,7/16/15 23:26,G619,7070884,70203,2,2
2.02E+11,7/16/15 23:26,G619,15000231,70301,2,1.25
2.02E+11,7/16/15 23:33,G619,7070969,70401,1,5.75
2.02E+11,7/16/15 23:33,G619,7071096,70201,1,4.71
2.02E+11,7/16/15 23:33,G619,7071096,70201,1,4.71
2.02E+11,7/16/15 23:33,G619,15000231,70301,2,1.25
2.02E+11,7/16/15 23:33,G619,15000231,70301,2,1.25
2.02E+11,7/17/15 0:43,G619,7070891,70401,1,6
2.02E+11,7/17/15 1:13,628,7000126,210301,3,2
2.02E+11,7/17/15 1:13,628,7000300,210101,3,2
2.02E+11,7/17/15 1:48,G619,7308017,210101,1,3.5
2.02E+11,7/17/15 1:48,G619,7308017,210101,1,3.5
2.02E+11,7/17/15 3:24,628,7000034,210101,1,2.5
2.02E+11,7/17/15 7:56,G619,7000140,210301,1,1.5
2.02E+11,7/17/15 7:56,G619,7000423,210301,1,1.5
2.02E+11,7/17/15 8:00,G619,7313684,70101,1,2.5
2.02E+11,7/17/15 8:02,G816,7313684,70101,1,2.5
2.02E+11,7/17/15 8:02,G816,7313684,70101,1,2.5
2.02E+11,7/17/15 8:18,G816,7071218,70101,1,3
2.02E+11,7/17/15 8:18,G816,7314612,70101,1,1.5
2.02E+11,7/17/15 8:20,G816,7000126,210301,1,2
2.02E+11,7/17/15 8:21,G816,7314612,70101,1,1.5
2.02E+11,7/17/15 8:21,G816,7070891,70401,1,6
2.02E+11,7/17/15 8:42,G816,7313684,70101,1,2.5
2.02E+11,7/17/15 8:42,G816,7313684,70101,1,2.5
2.02E+11,7/17/15 8:54,G816,7090363,70401,1,6
2.02E+11,7/17/15 8:57,G816,7070969,70401,1,6
2.02E+11,7/17/15 8:58,G816,7314612,70101,1,1.5
2.02E+11,7/17/15 9:26,G816,7071133,70301,1,2
2.02E+11,7/17/15 9:26,G816,7090370,70401,1,6
2.02E+11,7/17/15 9:29,G816,7090363,70401,1,6
2.02E+11,7/17/15 10:02,G816,7071096,70201,1,5
2.02E+11,7/17/15 11:02,G816,7000300,210101,1,2
2.02E+11,7/17/15 11:02,G816,7070891,70401,1,6
2.02E+11,7/17/15 11:02,G816,7308765,210301,1,2.5
2.02E+11,7/17/15 11:03,G816,7308765,210301,1,2.5
2.02E+11,7/17/15 11:09,G816,7071218,70101,1,3
2.02E+11,7/17/15 11:09,G816,7314612,70101,1,1.5
2.02E+11,7/17/15 12:21,G816,7070884,70203,1,2
2.02E+11,7/17/15 12:21,G816,7070884,70203,2,2
2.02E+11,7/17/15 12:21,G816,7070884,70203,1,2
2.02E+11,7/17/15 12:21,G816,7090363,70401,2,6
2.02E+11,7/17/15 12:21,G816,15000231,70301,1,2
2.02E+11,7/17/15 12:21,G816,15000231,70301,1,2
2.02E+11,7/17/15 12:23,G816,7070884,70203,1,2
2.02E+11,7/17/15 12:23,G816,7090363,70401,1,6
2.02E+11,7/17/15 13:38,G816,7070884,70203,1,2
2.02E+11,7/17/15 13:38,G816,7071096,70201,1,5
2.02E+11,7/17/15 13:39,G816,7071096,70201,1,5
2.02E+11,7/17/15 13:43,G816,7308765,210301,1,2.5
2.02E+11,7/17/15 15:09,628,7000300,210101,2,2
2.02E+11,7/17/15 16:12,G816,7071096,70201,1,5
2.02E+11,7/17/15 16:35,G816,21050107,210301,1,3.5
2.02E+11,7/17/15 16:59,G816,7071096,70201,1,5
2.02E+11,7/17/15 17:02,G816,7070884,70203,2,2
2.02E+11,7/17/15 17:02,G816,7070969,70401,1,6
2.02E+11,7/17/15 17:02,G816,7070891,70401,1,6
2.02E+11,7/17/15 17:11,G816,15000231,70301,1,2
2.02E+11,7/17/15 17:59,G816,7000300,210101,1,2
2.02E+11,7/17/15 18:14,628,7000300,210101,4,2
2.02E+11,7/17/15 18:37,G816,7070884,70203,1,2
2.02E+11,7/17/15 18:37,G816,7071133,70301,1,2
2.02E+11,7/17/15 18:52,G816,7070884,70203,2,2
2.02E+11,7/17/15 19:16,G816,7000126,210301,1,2
2.02E+11,7/17/15 19:45,300,7000126,210301,1,2
2.02E+11,7/17/15 19:55,G816,7000300,210101,2,2
2.02E+11,7/17/15 20:22,628,20098391,210101,1,2.5
2.02E+11,7/17/15 20:45,300,7000300,210101,2,2
2.02E+11,7/17/15 21:18,628,7308017,210101,2,3.5
2.02E+11,7/17/15 22:31,628,7000133,210301,1,3
2.02E+11,7/18/15 0:48,G816,7000126,210301,1,2
2.02E+11,7/18/15 3:21,628,7308017,210101,1,3.5
2.02E+11,7/18/15 3:24,300,7000300,210101,1,2
2.02E+11,7/18/15 3:25,300,7308017,210101,1,3
2.02E+11,7/18/15 5:59,300,7000300,210101,1,2
2.02E+11,7/18/15 8:21,G816,7314612,70101,1,1.5
2.02E+11,7/18/15 8:22,G816,7070891,70401,1,6
2.02E+11,7/18/15 8:23,G816,7314612,70101,2,1.5
2.02E+11,7/18/15 8:26,G816,7313684,70101,1,2.5
2.02E+11,7/18/15 8:26,G816,7313684,70101,2,2.5
2.02E+11,7/18/15 8:45,G816,7070969,70401,1,6
2.02E+11,7/18/15 8:45,G816,7313684,70101,1,2.5
2.02E+11,7/18/15 8:46,G816,7313684,70101,1,2.5
2.02E+11,7/18/15 8:47,G816,7070891,70401,1,6
2.02E+11,7/18/15 8:48,G816,7071133,70301,1,2
2.02E+11,7/18/15 8:48,G816,7314599,70101,1,1.5
2.02E+11,7/18/15 8:49,G816,7313684,70101,2,2.5
2.02E+11,7/18/15 9:25,G619,30000759,70101,1,1.5
2.02E+11,7/18/15 9:27,G619,7071096,70201,0.5,5
2.02E+11,7/18/15 9:41,G619,30000766,70101,1,1.5
2.02E+11,7/18/15 9:45,G619,7000409,210301,1,2
2.02E+11,7/18/15 9:45,G816,7000300,210101,1,2
2.02E+11,7/18/15 9:46,G619,7000294,210101,1,1.5
2.02E+11,7/18/15 9:46,G619,7000300,210101,1,2
2.02E+11,7/18/15 9:47,G619,7070884,70203,1,2
2.02E+11,7/18/15 9:47,G619,7070891,70401,1,6
2.02E+11,7/18/15 9:47,G619,7070969,70401,1,5.75
2.02E+11,7/18/15 9:47,G619,7071096,70201,1,5
2.02E+11,7/18/15 9:49,G816,7071096,70201,1,5
2.02E+11,7/18/15 9:49,G816,7090363,70401,1,6
2.02E+11,7/18/15 9:51,G816,7070891,70401,1,6
2.02E+11,7/18/15 9:51,G619,7070891,70401,1,6
2.02E+11,7/18/15 9:51,G619,7070969,70401,1,6
2.02E+11,7/18/15 9:53,G816,7071218,70101,1,3
2.02E+11,7/18/15 10:05,G816,7090370,70401,1,6
2.02E+11,7/18/15 10:05,G816,7308765,210301,1,2.5
2.02E+11,7/18/15 10:05,G816,7000126,210301,1,2
2.02E+11,7/18/15 10:14,G619,20098391,210101,1,2
2.02E+11,7/18/15 10:15,G619,7000300,210101,1,2
2.02E+11,7/18/15 10:15,G619,7000294,210101,3,1.5
2.02E+11,7/18/15 10:19,G816,7070884,70203,1,2
2.02E+11,7/18/15 10:19,G816,7070969,70401,1,6
2.02E+11,7/18/15 10:19,G816,7071096,70201,1,5
2.02E+11,7/18/15 10:48,G619,7000140,210301,1,1.5
2.02E+11,7/18/15 10:51,G619,7070969,70401,1,5.75
2.02E+11,7/18/15 11:03,G619,7070891,70401,2,6
2.02E+11,7/18/15 11:05,G619,15000231,70301,2,1.25
2.02E+11,7/18/15 11:07,G619,7070884,70203,1,2
2.02E+11,7/18/15 11:11,G619,7000294,210101,1,1.5
2.02E+11,7/18/15 11:43,G619,7070969,70401,1,6
2.02E+11,7/18/15 11:43,G619,7071096,70201,1,5
2.02E+11,7/18/15 11:43,G619,15000231,70301,1,2
2.02E+11,7/18/15 11:44,G816,7000140,210301,1,1.5
2.02E+11,7/18/15 11:44,G816,7000294,210101,1,1.5
2.02E+11,7/18/15 11:50,G816,7000126,210301,2,2
2.02E+11,7/18/15 11:50,G816,7000300,210101,1,2
2.02E+11,7/18/15 12:25,300,7000300,210101,1,2
2.02E+11,7/18/15 12:36,G619,7090097,70301,2,3
2.02E+11,7/18/15 13:58,G619,7000294,210101,1,1.5
2.02E+11,7/18/15 14:02,G619,21000782,210301,1,3.5
2.02E+11,7/18/15 14:02,G619,21000782,210301,1,3.5
2.02E+11,7/18/15 14:04,G816,7070884,70203,1,2
2.02E+11,7/18/15 14:08,G619,7000133,210301,3,3
2.02E+11,7/18/15 14:28,G619,15000231,70301,1,2
2.02E+11,7/18/15 14:28,G619,15000231,70301,2,1.25
2.02E+11,7/18/15 15:17,G816,7308765,210301,1,2.5
2.02E+11,7/18/15 15:28,G619,15000231,70301,1,2
2.02E+11,7/18/15 15:30,G619,7000409,210301,1,2
2.02E+11,7/18/15 15:31,G816,7070884,70203,1,2
2.02E+11,7/18/15 15:31,G816,15000231,70301,1,2
2.02E+11,7/18/15 15:53,G816,7070891,70401,1,6
2.02E+11,7/18/15 15:53,G816,7071096,70201,1,5
2.02E+11,7/18/15 15:57,G816,7308765,210301,2,2.5
2.02E+11,7/18/15 16:12,G816,7000140,210301,2,1.5
2.02E+11,7/18/15 16:32,G816,15000231,70301,1,2
2.02E+11,7/18/15 16:40,G619,7070884,70203,3,2
2.02E+11,7/18/15 16:40,G619,7071096,70201,3,5
2.02E+11,7/18/15 16:40,G619,7071102,70201,1,5.5
2.02E+11,7/18/15 16:40,G619,21000782,210301,2,3.5
2.02E+11,7/18/15 16:47,G619,7070884,70203,1,2
2.02E+11,7/18/15 16:47,G619,15000231,70301,2,1.25
2.02E+11,7/18/15 16:59,G619,7000126,210301,1,2
2.02E+11,7/18/15 16:59,G619,7000126,210301,1,2
2.02E+11,7/18/15 17:01,G816,7000300,210101,1,2
2.02E+11,7/18/15 17:23,G816,7000300,210101,2,2
2.02E+11,7/18/15 17:31,G619,7070891,70401,1,6
2.02E+11,7/18/15 17:31,G619,7070891,70401,1,6
2.02E+11,7/18/15 17:32,G619,7071140,70201,1,2.5
2.02E+11,7/18/15 17:37,G619,15000231,70301,2,1.25
2.02E+11,7/18/15 17:37,G619,15000231,70301,2,1.25
2.02E+11,7/18/15 18:01,G619,20098391,210101,1,2
2.02E+11,7/18/15 18:01,G619,20098391,210101,1,2
2.02E+11,7/18/15 18:38,G816,7000300,210101,1,2
2.02E+11,7/18/15 18:38,G816,7000300,210101,1,2
2.02E+11,7/18/15 18:40,300,7000126,210301,1,2
2.02E+11,7/18/15 18:40,300,7000300,210101,1,2
2.02E+11,7/18/15 19:03,G619,7090097,70301,2,3
2.02E+11,7/18/15 19:04,G619,7000126,210301,1,2
2.02E+11,7/18/15 19:04,G619,7000140,210301,1,1.5
2.02E+11,7/18/15 19:04,G619,7000294,210101,1,1.5
2.02E+11,7/18/15 19:04,G619,7000300,210101,1,2
2.02E+11,7/18/15 19:09,G619,7000140,210301,1,1.5
2.02E+11,7/18/15 19:19,G816,7070884,70203,1,2
2.02E+11,7/18/15 19:19,G816,7071164,70201,1,5
2.02E+11,7/18/15 19:59,G619,7000126,210301,1,2
2.02E+11,7/18/15 20:17,G816,7000300,210101,1,2
2.02E+11,7/18/15 21:08,G619,7000294,210101,1,1.5
2.02E+11,7/18/15 21:27,G619,7071140,70201,2,2.5
2.02E+11,7/18/15 21:40,G619,7308765,210301,1,2.5
2.02E+11,7/18/15 21:42,300,7000300,210101,1,2
2.02E+11,7/18/15 21:58,628,7308017,210101,2,3.5
2.02E+11,7/18/15 22:12,628,7000126,210301,2,2
2.02E+11,7/18/15 22:15,628,7000300,210101,2,2
2.02E+11,7/18/15 23:14,628,7000300,210101,1,2
2.02E+11,7/18/15 23:34,628,7308017,210101,1,3.5
2.02E+11,7/18/15 23:37,G619,7308017,210101,1,3.5
2.02E+11,7/18/15 23:37,G619,7308017,210101,1,3.5
2.02E+11,7/18/15 23:46,300,7000409,210301,2,2
2.02E+11,7/18/15 23:46,300,7000409,210301,1,2
2.02E+11,7/19/15 0:37,628,7000133,210301,1,3
2.02E+11,7/19/15 0:52,G619,7000140,210301,3,1.5
2.02E+11,7/19/15 0:52,G619,7000294,210101,3,1.5
2.02E+11,7/19/15 1:33,628,7000133,210301,1,3
2.02E+11,7/19/15 1:37,300,7000126,210301,1,2
2.02E+11,7/19/15 1:44,628,7000300,210101,5,2
2.02E+11,7/19/15 2:02,G619,7000126,210301,1,2
2.02E+11,7/19/15 2:24,628,7000133,210301,1,3
2.02E+11,7/19/15 7:26,G619,7070884,70203,1,2
2.02E+11,7/19/15 8:21,G619,7000300,210101,24,2
2.02E+11,7/19/15 8:21,G816,7071218,70101,1,3
2.02E+11,7/19/15 8:22,G619,15000231,70301,1,2
2.02E+11,7/19/15 8:23,G816,7071218,70101,1,3
2.02E+11,7/19/15 8:23,G816,7313684,70101,1,2.5
2.02E+11,7/19/15 8:51,G816,7000300,210101,1,2
2.02E+11,7/19/15 10:00,G619,7070891,70401,1,6
2.02E+11,7/19/15 10:00,G619,7071096,70201,1,5
2.02E+11,7/19/15 10:00,G619,30000759,70101,2,1.5
2.02E+11,7/19/15 10:02,G619,7071096,70201,1,5
2.02E+11,7/19/15 10:03,G619,15000231,70301,2,1.25
2.02E+11,7/19/15 10:19,G619,7308017,210101,1,3.5
2.02E+11,7/19/15 10:27,G816,7000140,210301,4,1.5
2.02E+11,7/19/15 10:27,G816,7000294,210101,2,1.5
2.02E+11,7/19/15 10:51,G816,7070969,70401,1,6
2.02E+11,7/19/15 10:51,G816,7071096,70201,1,5
2.02E+11,7/19/15 10:57,G619,7070969,70401,1,6
2.02E+11,7/19/15 11:23,G619,7000126,210301,1,2
2.02E+11,7/19/15 11:23,G619,7071096,70201,1,5
2.02E+11,7/19/15 11:23,G619,7071218,70101,2,3
2.02E+11,7/19/15 11:58,G816,7308765,210301,1,2.5
2.02E+11,7/19/15 11:58,G816,7000126,210301,2,2
2.02E+11,7/19/15 12:18,G816,7000140,210301,1,1.5
2.02E+11,7/19/15 12:18,G816,7308765,210301,1,2.5
2.02E+11,7/19/15 12:19,G816,7070969,70401,1,6
2.02E+11,7/19/15 12:20,G816,7070891,70401,1,6
2.02E+11,7/19/15 12:47,G619,7070969,70401,1,6
2.02E+11,7/19/15 12:51,G619,7070884,70203,1,2
2.02E+11,7/19/15 12:51,G619,7070969,70401,1,6
2.02E+11,7/19/15 12:51,G619,7071140,70201,1,2.5
2.02E+11,7/19/15 13:04,G816,7070969,70401,1,6
2.02E+11,7/19/15 13:04,G816,7071096,70201,1,5
2.02E+11,7/19/15 13:10,628,7000126,210301,1,2
2.02E+11,7/19/15 13:11,G619,7000300,210101,1,2
2.02E+11,7/19/15 13:25,G816,21000782,210301,2,3.5
2.02E+11,7/19/15 13:27,G816,7070884,70203,1,2
2.02E+11,7/19/15 13:27,G816,7070891,70401,1,6
2.02E+11,7/19/15 13:27,G816,7070969,70401,1,6
2.02E+11,7/19/15 13:27,G816,7071096,70201,1,5
2.02E+11,7/19/15 13:27,G816,7071096,70201,1,5
2.02E+11,7/19/15 13:28,G816,7071096,70201,1,5
2.02E+11,7/19/15 14:33,628,7000300,210101,1,2
2.02E+11,7/19/15 15:43,G816,7071096,70201,1,5
2.02E+11,7/19/15 16:18,G816,7000300,210101,1,2
2.02E+11,7/19/15 16:18,G816,7308765,210301,1,2.5
2.02E+11,7/19/15 17:20,300,7000416,210301,1,3
2.02E+11,7/19/15 17:53,628,7000300,210101,1,2
2.02E+11,7/19/15 17:59,G816,7000140,210301,1,1.5
2.02E+11,7/19/15 18:53,628,7308765,210301,2,2.5
2.02E+11,7/19/15 19:15,G816,7071133,70301,1,2
2.02E+11,7/19/15 19:52,G816,7000416,210301,1,3.5
2.02E+11,7/19/15 20:34,628,7308017,210101,1,3.5
2.02E+11,7/19/15 20:35,628,7000300,210101,2,2
2.02E+11,7/19/15 20:56,G816,7000126,210301,1,2
2.02E+11,7/19/15 20:57,G816,7090363,70401,1,6
2.02E+11,7/19/15 21:52,G816,7000133,210301,2,3
2.02E+11,7/19/15 21:52,G816,7308017,210101,1,3.5
2.02E+11,7/19/15 22:26,G816,7000140,210301,1,1.5
2.02E+11,7/19/15 22:44,628,7000300,210101,2,2
2.02E+11,7/19/15 22:45,628,7000300,210101,1,2
2.02E+11,7/20/15 0:58,628,7000300,210101,1,2
2.02E+11,7/20/15 3:07,300,7000300,210101,1,2
2.02E+11,7/20/15 4:12,628,7000126,210301,1,2
2.02E+11,7/20/15 7:30,G816,7000300,210101,1,2
2.02E+11,7/20/15 9:00,300,7000300,210101,1,2
2.02E+11,7/20/15 9:08,G619,7071218,70101,1,3
2.02E+11,7/20/15 9:08,G619,7313684,70101,1,2.5
2.02E+11,7/20/15 9:28,G816,7000126,210301,1,2
2.02E+11,7/20/15 11:06,G619,7000294,210101,1,1.5
2.02E+11,7/20/15 11:06,G619,7000294,210101,1,1.5
2.02E+11,7/20/15 11:06,G619,7000423,210301,3,1.5
2.02E+11,7/20/15 11:07,G619,7000423,210301,2,1.5
2.02E+11,7/20/15 12:04,G816,15000231,70301,1,2
2.02E+11,7/20/15 12:04,G816,15000231,70301,1,2
2.02E+11,7/20/15 12:31,G816,7071133,70301,1,2
2.02E+11,7/20/15 12:34,G816,7308017,210101,1,3.5
2.02E+11,7/20/15 12:34,G816,7071096,70201,2,5
2.02E+11,7/20/15 12:34,G816,7090363,70401,2,6
2.02E+11,7/20/15 12:38,G816,7070884,70203,1,2
2.02E+11,7/20/15 12:38,G816,15000231,70301,1,2
2.02E+11,7/20/15 12:40,G816,15000231,70301,1,2
2.02E+11,7/20/15 12:50,628,7308017,210101,1,3.5
2.02E+11,7/20/15 12:50,G816,7071096,70201,1,5
2.02E+11,7/20/15 13:18,G619,7000409,210301,1,2
2.02E+11,7/20/15 13:20,G619,7000300,210101,1,2
2.02E+11,7/20/15 15:18,G619,7000140,210301,3,1.5
2.02E+11,7/20/15 16:17,G816,7000300,210101,1,2
2.02E+11,7/20/15 16:22,G619,7071096,70201,1,5
2.02E+11,7/20/15 16:22,G816,21000447,210301,2,2.75
2.02E+11,7/20/15 16:23,G816,15000231,70301,1,2
2.02E+11,7/20/15 16:24,G816,15000231,70301,1,2
2.02E+11,7/20/15 16:32,G816,7071096,70201,1,5
2.02E+11,7/20/15 16:41,G619,7070884,70203,1,2
2.02E+11,7/20/15 16:41,G619,7071102,70201,1,5.5
2.02E+11,7/20/15 16:41,G619,30000766,70101,1,1.5
2.02E+11,7/20/15 16:41,G619,30000766,70101,1,1.5
2.02E+11,7/20/15 17:44,G816,7070884,70203,1,2
2.02E+11,7/20/15 17:44,G816,7071096,70201,1,5
2.02E+11,7/20/15 18:16,G619,7071140,70201,2,2.5
2.02E+11,7/20/15 18:17,G619,7071096,70201,1,5
2.02E+11,7/20/15 18:28,G816,7071096,70201,1,5
2.02E+11,7/20/15 18:45,G816,21000379,210301,2,4
2.02E+11,7/20/15 18:45,G619,7070884,70203,1,2
2.02E+11,7/20/15 18:45,G619,7071096,70201,1,5
2.02E+11,7/20/15 18:45,G619,15000231,70301,2,1.25
2.02E+11,7/20/15 19:13,G816,7070884,70203,1,2
2.02E+11,7/20/15 19:13,G816,7070884,70203,1,2
2.02E+11,7/20/15 21:08,G816,15000231,70301,1,2
2.02E+11,7/20/15 21:40,G816,7308017,210101,1,3.5
2.02E+11,7/20/15 21:40,G816,7000133,210301,1,3
2.02E+11,7/20/15 21:40,G816,20098391,210101,1,2
2.02E+11,7/20/15 21:52,G619,21000362,210301,1,3
2.02E+11,7/20/15 21:52,G619,21000362,210301,1,3
2.02E+11,7/20/15 21:54,G619,7308017,210101,1,3.5
2.02E+11,7/20/15 21:55,G816,7000300,210101,24,2
2.02E+11,7/20/15 21:57,G619,7070884,70203,1,2
2.02E+11,7/20/15 21:57,G619,7070891,70401,1,6
2.02E+11,7/20/15 21:58,G619,7070891,70401,1,6
2.02E+11,7/20/15 22:41,G619,7000423,210301,1,1.5
2.02E+11,7/20/15 22:41,G619,7000423,210301,1,1.5
2.02E+11,7/21/15 7:46,628,20098391,210101,1,2.5
2.02E+11,7/21/15 8:01,G619,7308017,210101,1,3.5
2.02E+11,7/21/15 8:50,G619,7313684,70101,1,2.5
